item_group_id;ID;title;description;google_product_category;product_type;link;image_link;additional_image_link;additional_image_link2;additional_image_link3;additional_image_link4;additional_image_link5;additional_image_link6;additional_image_link7;additional_image_link8;additional_image_link9;condition;availability;price;sale_price;sale_price_effective_date;brand;mpn;gender;age_group;color;material;pattern;tax;shipping;online_only;excluded_destination;size;custom_label_0;custom_label_1;pickup_sla;gtin;tags
KQUB5492010WNSB999;KQUB5492010WNSB999;Hogan - Felpa con cappuccio, NERO - Polo;Felpa oversize unisex in cotone. Dotata della dalla stampa con logo indirizzo via Monte Napoleone sul fronte, presenta una serigrafia con il medesimo logo in scala pi√π grande sul retro.;Abbigliamento e accessori > Abbigliamento;Polo;https://www.hogan.com/it-it/p/KQUB5492010WNSB999/;https://www.hogan.com/fashion/hoganNew/KQUB5492010WNSB999/KQUB5492010WNSB999-30.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KQUB5492010WNSB999/KQUB5492010WNSB999-31.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KQUB5492010WNSB999/KQUB5492010WNSB999-39.jpg?impolicy=hybris-white;;;;;;;;new;in stock;250.00 EUR;;;Hogan;KQUB5492010WNSB999;unisex;adult;NERO;;;;IT::Standard:0 EUR;;;;;P25;5-day;;unisex | genderless | adult | nero | black | cotone | cotton | felpa con cappuccio unisex | hoodie | sweatshirt | casual top | casual | urbano | rilassato | contemporaneo | tempo libero | weekend | viaggio | città | bassa formalità | felpa con cappuccio
KBM01UA0400UIPB999;KBM01UA0400UIPB999;Hogan - Borsa Shopping, NERO - Borsette > Borse;Borsa shopping in canvas con due manici portabili a spalla, patch in pelle con logo indirizzo e due tasche interne. Leggera e funzionale, completa l'everyday look urbano.;Abbigliamento e accessori > Borsette, portafogli e custodie > Borsette;Borsette > Borse;https://www.hogan.com/it-it/p/KBM01UA0400UIPB999/;https://www.hogan.com/fashion/hoganNew/KBM01UA0400UIPB999/KBM01UA0400UIPB999-01.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KBM01UA0400UIPB999/KBM01UA0400UIPB999-23.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KBM01UA0400UIPB999/KBM01UA0400UIPB999-02.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KBM01UA0400UIPB999/KBM01UA0400UIPB999-03.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KBM01UA0400UIPB999/KBM01UA0400UIPB999-04.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KBM01UA0400UIPB999/KBM01UA0400UIPB999-11.jpg?impolicy=hybris-white;;;;;new;in stock;490.00 EUR;;;Hogan;KBM01UA0400UIPB999;male;adult;NERO;;;;IT::Standard:0 EUR;;;;;A26;5-day;;uomo | menswear | male | nero | black | canvas | tela | pelle | leather | borsa shopping uomo | tote bag | shopper | everyday bag | urbano | funzionale | versatile | contemporaneo | ufficio | viaggio | città | everyday | smart casual | borsa shopping
KFMC00N1100QR0B999;KFMC00N1100QR0B999;Hogan - Cintura, NERO - Cinture > Cintura;Cintura in pelle semilucida con fibbia ad ardiglione. Un accessorio versatile e intramontabile, con il logo Hogan impresso.;Abbigliamento e accessori > Accessori di abbigliamento > Cinture;Cinture > Cintura;https://www.hogan.com/it-it/p/KFMC00N1100QR0B999/;https://www.hogan.com/fashion/hoganNew/KFMC00N1100QR0B999/KFMC00N1100QR0B999-01.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KFMC00N1100QR0B999/KFMC00N1100QR0B999-12.jpg?impolicy=hybris-white;;;;;;;;;new;in stock;250.00 EUR;;;Hogan;KFMC00N1100QR0B999;male;adult;NERO;;;;IT::Standard:0 EUR;;;;;P26;5-day;;uomo | menswear | male | nero | black | pelle | leather | cintura uomo | belt | accessorio pelle | cintura | elegante | raffinato | classico | versatile | evento elegante | ufficio | meeting | business formal | medio-alta formalità
KPM8051313SZAPB999;KPM8051313SZAPB999;Hogan - Pantaloni misto lana, NERO - Abbigliamento;Pantaloni wide leg misto lana, con piega stirata. Dotati di tasche anteriori diagonali, presentano tasche posteriori a filo. Un capo dall'eleganza informale e disinvolta.;Abbigliamento e accessori > Abbigliamento;Abbigliamento;https://www.hogan.com/it-it/p/KPM8051313SZAPB999/;https://www.hogan.com/fashion/hoganNew/KPM8051313SZAPB999/KPM8051313SZAPB999-30.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KPM8051313SZAPB999/KPM8051313SZAPB999-32.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KPM8051313SZAPB999/KPM8051313SZAPB999-34.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KPM8051313SZAPB999/KPM8051313SZAPB999-35.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KPM8051313SZAPB999/KPM8051313SZAPB999-37.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KPM8051313SZAPB999/KPM8051313SZAPB999-39.jpg?impolicy=hybris-white;;;;;new;in stock;350.00 EUR;;;Hogan;KPM8051313SZAPB999;male;adult;NERO;;;;IT::Standard:0 EUR;;;;;A26;5-day;;uomo | menswear | male | nero | black | lana | wool | pantaloni uomo | trousers | tailored pants | casual pants | elegante | raffinato | smart casual | versatile | ufficio | meeting | business casual | città | pantaloni misto lana
HXM6990GA00UWRE45U;HXM6990GA00UWRE45U;Hogan - Sneakers Hogan Athletic, NERO - Scarpe;Leggere e dinamiche, ispirate all'atletica retr√≤. Le sneakers Hogan Athletic combinano una tomaia morbidissima e una suola dal gusto vintage, con tacchetti a forma di H sul battistrada. Realizzate in pelle scamosciata e con grana, con l'H obliqua che si estende verso il tallone, sono completate da una soletta in memory foam.;Abbigliamento e accessori > Scarpe;Scarpe;https://www.hogan.com/it-it/p/HXM6990GA00UWRE45U/;https://www.hogan.com/fashion/hoganNew/HXM6990GA00UWRE45U/HXM6990GA00UWRE45U-02.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXM6990GA00UWRE45U/HXM6990GA00UWRE45U-03.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXM6990GA00UWRE45U/HXM6990GA00UWRE45U-04.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXM6990GA00UWRE45U/HXM6990GA00UWRE45U-05.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXM6990GA00UWRE45U/HXM6990GA00UWRE45U-10.jpg?impolicy=hybris-white;;;;;;new;in stock;420.00 EUR;;;Hogan;HXM6990GA00UWRE45U;male;adult;NERO;;;;IT::Standard:0 EUR;;;;;P26;5-day;;uomo | menswear | male | nero | black | pelle scamosciata | suede | pelle | leather | athletic | hogan athletic | sneakers uomo | sneaker uomo | scarpa casual | luxury sneaker | sportivo | vintage | casual | urbano | tempo libero | città | weekend | viaggio | smart casual | sneakers hogan athletic
HXM6450FC60LE9B999;HXM6450FC60LE9B999;Hogan - Sneakers Hogan H-Stripes, NERO - Scarpe;Nuovo modello dalle linee sportive e versatili, la sneaker H-Stripes √® caratterizzata da una suola extralight con righe verticali e onde sul battistrada. La tomaia, dal design compatto e bilanciato, si distingue per un'H che si estende su tutto il lato. Il bordo superiore, con cuciture sul talloncino, ha una morbida imbottitura. Queste sneakers sono realizzate in nappa, con una soletta in memory foam che assicura ammortizzazione.;Abbigliamento e accessori > Scarpe;Scarpe;https://www.hogan.com/it-it/p/HXM6450FC60LE9B999/;https://www.hogan.com/fashion/hoganNew/HXM6450FC60LE9B999/HXM6450FC60LE9B999-02.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXM6450FC60LE9B999/HXM6450FC60LE9B999-03.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXM6450FC60LE9B999/HXM6450FC60LE9B999-04.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXM6450FC60LE9B999/HXM6450FC60LE9B999-10.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXM6450FC60LE9B999/HXM6450FC60LE9B999-05.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXM6450FC60LE9B999/HXM6450FC60LE9B999-12.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXM6450FC60LE9B999/HXM6450FC60LE9B999-20.jpg?impolicy=hybris-white;;;;new;in stock;430.00 EUR;;;Hogan;HXM6450FC60LE9B999;male;adult;NERO;;;;IT::Standard:0 EUR;;;;;P26;5-day;;uomo | menswear | male | nero | black | nappa | soft leather | h-stripes | hogan h-stripes | h stripes | sneakers uomo | sneaker uomo | scarpa casual | luxury sneaker | casual | urbano | contemporaneo | versatile | tempo libero | città | weekend | viaggio | smart casual | sneakers hogan h-stripes
KQMB3522360ZFVB999;KQMB3522360ZFVB999;Hogan - T-Shirt in cotone, NERO - Polo;T-shirt girocollo realizzata in jersey di cotone, con logo Hogan stampato a contrasto sul petto.;Abbigliamento e accessori > Abbigliamento;Polo;https://www.hogan.com/it-it/p/KQMB3522360ZFVB999/;https://www.hogan.com/fashion/hoganNew/KQMB3522360ZFVB999/KQMB3522360ZFVB999-30.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KQMB3522360ZFVB999/KQMB3522360ZFVB999-32.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KQMB3522360ZFVB999/KQMB3522360ZFVB999-34.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KQMB3522360ZFVB999/KQMB3522360ZFVB999-35.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KQMB3522360ZFVB999/KQMB3522360ZFVB999-37.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KQMB3522360ZFVB999/KQMB3522360ZFVB999-39.jpg?impolicy=hybris-white;;;;;new;in stock;150.00 EUR;;;Hogan;KQMB3522360ZFVB999;male;adult;NERO;;;;IT::Standard:0 EUR;;;;;P26;5-day;;uomo | menswear | male | nero | black | cotone | cotton | jersey | stretch jersey | t-shirt uomo | tee | maglietta | casual top | casual | essenziale | urbano | contemporaneo | tempo libero | weekend | viaggio | città | bassa formalità | t-shirt in cotone
HXW6410FZ40UZA513U;HXW6410FZ40UZA513U;Hogan - Sneakers Hogan H641, NERO - Scarpe;Look grintoso e suggestioni r√©tro convivono nelle Hogan H641. Pensata per un grip ottimale, la suola light ha un battistrada con tacchetti a forma di H. Queste sneakers presentano una tomaia in pelle scamosciata, con inserti in tessuto e H laterale in pelle liscia. La soletta in memory foam assicura una calzata ammortizzata.;Abbigliamento e accessori > Scarpe;Scarpe;https://www.hogan.com/it-it/p/HXW6410FZ40UZA513U/;https://www.hogan.com/fashion/hoganNew/HXW6410FZ40UZA513U/HXW6410FZ40UZA513U-02.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXW6410FZ40UZA513U/HXW6410FZ40UZA513U-03.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXW6410FZ40UZA513U/HXW6410FZ40UZA513U-04.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXW6410FZ40UZA513U/HXW6410FZ40UZA513U-05.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXW6410FZ40UZA513U/HXW6410FZ40UZA513U-10.jpg?impolicy=hybris-white;;;;;;new;in stock;420.00 EUR;;;Hogan;HXW6410FZ40UZA513U;female;adult;NERO;;;;IT::Standard:0 EUR;;;;;P26;5-day;;donna | womenswear | female | nero | black | pelle liscia | smooth leather | pelle scamosciata | suede | pelle | leather | h641 | hogan h641 | sneakers donna | sneaker donna | scarpa casual | luxury sneaker | vintage | grintoso | casual | urbano | tempo libero | città | weekend | viaggio | smart casual | sneakers hogan h641
KBW01TA0100TZPB999;KBW01TA0100TZPB999;Hogan - Borsa Shopping Hogan Address Mini, NERO - Borsette > Borse;La caratteristica shopping bag con l'indirizzo del brand √® rivisitata con la tecnica ad alta frequenza. Dotata del logo in rilievo, questa versione in pelle liscia presenta due manici fissi, una tracolla staccabile e una bustina interna removibile. Completano il modello un pendente portachiavi e il charm H-Fob in metallo.;Abbigliamento e accessori > Borsette, portafogli e custodie > Borsette;Borsette > Borse;https://www.hogan.com/it-it/p/KBW01TA0100TZPB999/;https://www.hogan.com/fashion/hoganNew/KBW01TA0100TZPB999/KBW01TA0100TZPB999-01.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KBW01TA0100TZPB999/KBW01TA0100TZPB999-23.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KBW01TA0100TZPB999/KBW01TA0100TZPB999-02.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KBW01TA0100TZPB999/KBW01TA0100TZPB999-03.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KBW01TA0100TZPB999/KBW01TA0100TZPB999-04.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KBW01TA0100TZPB999/KBW01TA0100TZPB999-11.jpg?impolicy=hybris-white;;;;;new;in stock;590.00 EUR;;;Hogan;KBW01TA0100TZPB999;female;adult;NERO;;;;IT::Standard:0 EUR;;;;;A26;5-day;;donna | womenswear | female | nero | black | pelle liscia | smooth leather | metallo | metal hardware | pelle | leather | address mini | hogan address mini | borsa shopping donna | tote bag | shopper | everyday bag | urbano | funzionale | versatile | contemporaneo | ufficio | viaggio | città | everyday | smart casual | borsa shopping hogan address mini
KPW8051031SZAPB999;KPW8051031SZAPB999;Hogan - Pantaloni misto lana, NERO - Abbigliamento;Pantaloni wide leg a vita media con piega stirata, realizzati in tessuto misto lana. Chiusi con cerniera, gancio e bottone nascosto, presentano tasche anteriori diagonali e tasche posteriori a filetto. Perfetti dall'ufficio al weekend, interpretano un'eleganza informale contemporanea.;Abbigliamento e accessori > Abbigliamento;Abbigliamento;https://www.hogan.com/it-it/p/KPW8051031SZAPB999/;https://www.hogan.com/fashion/hoganNew/KPW8051031SZAPB999/KPW8051031SZAPB999-30.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KPW8051031SZAPB999/KPW8051031SZAPB999-36.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KPW8051031SZAPB999/KPW8051031SZAPB999-31.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KPW8051031SZAPB999/KPW8051031SZAPB999-32.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KPW8051031SZAPB999/KPW8051031SZAPB999-34.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KPW8051031SZAPB999/KPW8051031SZAPB999-35.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KPW8051031SZAPB999/KPW8051031SZAPB999-37.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KPW8051031SZAPB999/KPW8051031SZAPB999-39.jpg?impolicy=hybris-white;;;new;in stock;350.00 EUR;;;Hogan;KPW8051031SZAPB999;female;adult;NERO;;;;IT::Standard:0 EUR;;;;;A26;5-day;;donna | womenswear | female | nero | black | lana | wool | pantaloni donna | trousers | tailored pants | casual pants | elegante | raffinato | smart casual | versatile | ufficio | meeting | business casual | città | pantaloni misto lana
KBW01RA0100TH1B999;KBW01RA0100TH1B999;Hogan - Shopping Bag Mini, NERO - Borsette > Borse;Realizzata in pelle martellata, questa mini bag sfoderata ha due manici portabili a mano e una tracolla removibile. Il vano interno √® suddiviso in due scomparti, separati da una tasca piatta con portatessere. Un modello chic e funzionale, con il logo Hogan in rilievo e il charm H-Fob in metallo.;Abbigliamento e accessori > Borsette, portafogli e custodie > Borsette;Borsette > Borse;https://www.hogan.com/it-it/p/KBW01RA0100TH1B999/;https://www.hogan.com/fashion/hoganNew/KBW01RA0100TH1B999/KBW01RA0100TH1B999-01.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KBW01RA0100TH1B999/KBW01RA0100TH1B999-02.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KBW01RA0100TH1B999/KBW01RA0100TH1B999-03.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KBW01RA0100TH1B999/KBW01RA0100TH1B999-04.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KBW01RA0100TH1B999/KBW01RA0100TH1B999-11.jpg?impolicy=hybris-white;;;;;;new;in stock;490.00 EUR;;;Hogan;KBW01RA0100TH1B999;female;adult;NERO;;;;IT::Standard:0 EUR;;;;;P26;5-day;;donna | womenswear | female | nero | black | pelle martellata | grained leather | metallo | metal hardware | pelle | leather | borsa shopping donna | tote bag | shopper | everyday bag | urbano | funzionale | versatile | contemporaneo | ufficio | viaggio | città | everyday | smart casual | shopping bag mini
HVW6450FG00PK6B999;HVW6450FG00PK6B999;Hogan - Sneakers Hogan H-Stripes, NERO - Scarpe;Risultato di un'accurata e paziente lavorazione artigianale, le sneakers H-Stripes Hogan Atelier presentano un pav√© di pi√π di duemila cristalli. Dotate della caratteristica suola extralight con righe verticali, hanno una tomaia in pelle scamosciata, con inserti in pelle liscia e dettagli imbottiti. La sagoma dell'H laterale si estende su tutto il lato, mentre la soletta in memory foam assicura ammortizzazione a questo modello esclusivo e prezioso.;Abbigliamento e accessori > Scarpe;Scarpe;https://www.hogan.com/it-it/p/HVW6450FG00PK6B999/;https://www.hogan.com/fashion/hoganNew/HVW6450FG00PK6B999/HVW6450FG00PK6B999-02.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HVW6450FG00PK6B999/HVW6450FG00PK6B999-03.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HVW6450FG00PK6B999/HVW6450FG00PK6B999-04.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HVW6450FG00PK6B999/HVW6450FG00PK6B999-05.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HVW6450FG00PK6B999/HVW6450FG00PK6B999-10.jpg?impolicy=hybris-white;;;;;;new;in stock;1250.00 EUR;;;Hogan;HVW6450FG00PK6B999;female;adult;NERO;;;;IT::Standard:0 EUR;;;;;P26;5-day;;donna | womenswear | female | nero | black | pelle liscia | smooth leather | pelle scamosciata | suede | pelle | leather | h-stripes | hogan h-stripes | h stripes | sneakers donna | sneaker donna | scarpa casual | luxury sneaker | glam | artigianale | casual | urbano | evento elegante | tempo libero | città | weekend | medio-alta formalità | sneakers hogan h-stripes
HXW6960GA50V0GB999;HXW6960GA50V0GB999;Hogan - Sneakers Hogan Maxi I Active, NERO - Scarpe;Una costruzione scultorea e un'audace suola chunky che fornisce un'elevazione confortevole. Le sneakers Hogan Maxi I Active si caratterizzano per un design dinamico e sofisticato. Realizzate in pelle scamosciata e tessuto tecnico con una lussuosa manifattura, hanno una tomaia dalle linee morbide e arrotondate, una maxi H in paillettes sul lato e una soletta in memory foam.;Abbigliamento e accessori > Scarpe;Scarpe;https://www.hogan.com/it-it/p/HXW6960GA50V0GB999/;https://www.hogan.com/fashion/hoganNew/HXW6960GA50V0GB999/HXW6960GA50V0GB999-02.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXW6960GA50V0GB999/HXW6960GA50V0GB999-03.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXW6960GA50V0GB999/HXW6960GA50V0GB999-04.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXW6960GA50V0GB999/HXW6960GA50V0GB999-05.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXW6960GA50V0GB999/HXW6960GA50V0GB999-10.jpg?impolicy=hybris-white;;;;;;new;in stock;490.00 EUR;;;Hogan;HXW6960GA50V0GB999;female;adult;NERO;;;;IT::Standard:0 EUR;;;;;P26;5-day;;donna | womenswear | female | nero | black | pelle scamosciata | suede | tessuto tecnico | technical fabric | pelle | leather | maxi i active | hogan maxi i active | sneakers donna | sneaker donna | scarpa casual | luxury sneaker | grintoso | casual | urbano | contemporaneo | tempo libero | città | weekend | viaggio | smart casual | sneakers hogan maxi i active
HXW7000FW70ULVB999;HXW7000FW70ULVB999;Hogan - Anfibi Hogan H700, NERO - Scarpe;Il modello Hogan H700 √® caratterizzato da un design chunky, che fonde il maxi monogramma H nell'iconica suola H-Stripes. Questi anfibi sono realizzati in pelle, con la patch Hogan indirizzo sul lato esterno e una cerniera sul lato interno. Una contrapposizione di performance avventurosa e urban chic, con una confortevole soletta in memory foam.;Abbigliamento e accessori > Scarpe;Scarpe;https://www.hogan.com/it-it/p/HXW7000FW70ULVB999/;https://www.hogan.com/fashion/hoganNew/HXW7000FW70ULVB999/HXW7000FW70ULVB999-02.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXW7000FW70ULVB999/HXW7000FW70ULVB999-03.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXW7000FW70ULVB999/HXW7000FW70ULVB999-04.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXW7000FW70ULVB999/HXW7000FW70ULVB999-01.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXW7000FW70ULVB999/HXW7000FW70ULVB999-10.jpg?impolicy=hybris-white;;;;;;new;in stock;550.00 EUR;;;Hogan;HXW7000FW70ULVB999;female;adult;NERO;;;;IT::Standard:0 EUR;;;;;A26;5-day;;donna | womenswear | female | nero | black | pelle | leather | h700 | hogan h700 | anfibi donna | combat boots | stivaletti chunky | ankle boots | sportivo | grintoso | urbano | contemporaneo | città | weekend | tempo libero | viaggio | bassa formalità | anfibi hogan h700
KQMB551204TXUYB999;KQMB551204TXUYB999;Hogan - Felpa in cotone, NERO - Polo;Maglia girocollo in felpa di cotone. Un capo dal mood rilassato e disinvolto, con l'indirizzo del brand stampato sul fronte.;Abbigliamento e accessori > Abbigliamento;Polo;https://www.hogan.com/it-it/p/KQMB551204TXUYB999/;https://www.hogan.com/fashion/hoganNew/KQMB551204TXUYB999/KQMB551204TXUYB999-30.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KQMB551204TXUYB999/KQMB551204TXUYB999-32.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KQMB551204TXUYB999/KQMB551204TXUYB999-34.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KQMB551204TXUYB999/KQMB551204TXUYB999-35.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KQMB551204TXUYB999/KQMB551204TXUYB999-37.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KQMB551204TXUYB999/KQMB551204TXUYB999-39.jpg?impolicy=hybris-white;;;;;new;in stock;230.00 EUR;;;Hogan;KQMB551204TXUYB999;male;adult;NERO;;;;IT::Standard:0 EUR;;;;;A26;5-day;;uomo | menswear | male | nero | black | cotone | cotton | felpa uomo | sweatshirt | casual top | crewneck | casual | urbano | rilassato | contemporaneo | tempo libero | weekend | viaggio | città | bassa formalità | felpa in cotone
HXW6450FC60LE9B999;HXW6450FC60LE9B999;Hogan - Sneakers Hogan H-Stripes, NERO - Scarpe;Nuovo modello dalle linee sportive e versatili, la sneaker H-Stripes √® caratterizzata da una suola extralight con righe verticali e onde sul battistrada. La tomaia, dal design compatto e bilanciato, si distingue per un'H che si estende su tutto il lato. Il bordo superiore, con cuciture sul talloncino, ha una morbida imbottitura. Queste sneakers sono realizzate in nappa, con una soletta in memory foam che assicura ammortizzazione.;Abbigliamento e accessori > Scarpe;Scarpe;https://www.hogan.com/it-it/p/HXW6450FC60LE9B999/;https://www.hogan.com/fashion/hoganNew/HXW6450FC60LE9B999/HXW6450FC60LE9B999-02.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXW6450FC60LE9B999/HXW6450FC60LE9B999-03.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXW6450FC60LE9B999/HXW6450FC60LE9B999-04.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXW6450FC60LE9B999/HXW6450FC60LE9B999-10.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXW6450FC60LE9B999/HXW6450FC60LE9B999-05.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXW6450FC60LE9B999/HXW6450FC60LE9B999-12.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXW6450FC60LE9B999/HXW6450FC60LE9B999-20.jpg?impolicy=hybris-white;;;;new;in stock;430.00 EUR;;;Hogan;HXW6450FC60LE9B999;female;adult;NERO;;;;IT::Standard:0 EUR;;;;;P26;5-day;;donna | womenswear | female | nero | black | nappa | soft leather | h-stripes | hogan h-stripes | h stripes | sneakers donna | sneaker donna | scarpa casual | luxury sneaker | casual | urbano | contemporaneo | versatile | tempo libero | città | weekend | viaggio | smart casual | sneakers hogan h-stripes
KBW01RA0200TH1B999;KBW01RA0200TH1B999;Hogan - Shopping Bag, NERO - Borsette > Borse;Realizzata in pelle martellata, questa borsa sfoderata ha due manici portabili a mano e una tracolla removibile. L'ampio vano interno √® suddiviso in due scomparti, separati da una tasca piatta con cerniera. Un modello chic e funzionale, con il logo Hogan in rilievo e il charm H-Fob in metallo.;Abbigliamento e accessori > Borsette, portafogli e custodie > Borsette;Borsette > Borse;https://www.hogan.com/it-it/p/KBW01RA0200TH1B999/;https://www.hogan.com/fashion/hoganNew/KBW01RA0200TH1B999/KBW01RA0200TH1B999-01.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KBW01RA0200TH1B999/KBW01RA0200TH1B999-02.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KBW01RA0200TH1B999/KBW01RA0200TH1B999-03.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KBW01RA0200TH1B999/KBW01RA0200TH1B999-04.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KBW01RA0200TH1B999/KBW01RA0200TH1B999-11.jpg?impolicy=hybris-white;;;;;;new;in stock;650.00 EUR;;;Hogan;KBW01RA0200TH1B999;female;adult;NERO;;;;IT::Standard:0 EUR;;;;;P26;5-day;;donna | womenswear | female | nero | black | pelle martellata | grained leather | metallo | metal hardware | pelle | leather | borsa shopping donna | tote bag | shopper | everyday bag | urbano | funzionale | versatile | contemporaneo | ufficio | viaggio | città | everyday | smart casual | shopping bag
